run_id,question_id,experiment_type,benchmark_mode,chunking_strategy,embedding_model,question,ground_truth,generated_answer,hit_at_k,recall_at_k,reciprocal_rank,ndcg_at_k,retrieval_hit,f1_score,faithfulness,answer_relevancy,context_precision,context_recall,evaluation_source,evaluation_fallback_used,embedding_latency_ms,search_latency_ms,latency_ms,item_status,error_message,created_at
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q001,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,JPA l├á g├¼ v├á c├│ vai tr├▓ nh╞░ thß║┐ n├áo trong c├íc ß╗⌐ng dß╗Ñng Java?,"JPA (Java Persistence API) l├á mß╗Öt ─æß║╖c tß║ú (specification) quß║ún l├╜ dß╗» liß╗çu quan hß╗ç trong c├íc ß╗⌐ng dß╗Ñng Java. N├│ cung cß║Ñp c├íc interface, annotation v├á framework ORM gi├║p ─æ╞ín giß║ún h├│a qu├í tr├¼nh t╞░╞íng t├íc vß╗¢i c╞í sß╗ƒ dß╗» liß╗çu bß║▒ng c├íc ph╞░╞íng ph├íp h╞░ß╗¢ng ─æß╗æi t╞░ß╗úng.","JPA (Java Persistence API) l├á mß╗Öt ─æß║╖c tß║ú v├á giao diß╗çn lß║¡p tr├¼nh Java, cho ph├⌐p c├íc nh├á ph├ít triß╗ân quß║ún l├╜ dß╗» liß╗çu quan hß╗ç trong c├íc ß╗⌐ng dß╗Ñng Java.

Vai tr├▓ cß╗ºa JPA trong c├íc ß╗⌐ng dß╗Ñng Java l├á:
*   Quß║ún l├╜ dß╗» liß╗çu quan hß╗ç bß║▒ng c├íc ph╞░╞íng ph├íp h╞░ß╗¢ng ─æß╗æi t╞░ß╗úng.
*   ─É╞ín giß║ún h├│a qu├í tr├¼nh t╞░╞íng t├íc vß╗¢i c╞í sß╗ƒ dß╗» liß╗çu th├┤ng qua viß╗çc cung cß║Ñp tß║¡p hß╗úp c├íc giao diß╗çn, ch├║ th├¡ch v├á mß╗Öt framework ORM (├ính xß║í ─æß╗æi t╞░ß╗úng-quan hß╗ç).
*   ─Éß║úm bß║úo khß║ú n─âng l╞░u trß╗» dß╗» liß╗çu (data persistence) cho ß╗⌐ng dß╗Ñng Java.",1,1,1,1,t,0.52,1,0.8446754881093809,0.5888888888692593,1,ragas-service:gemini,f,341,71,36610,COMPLETED,,2026-07-13 04:26:51.380348
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q002,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,Nhß╗»ng lß╗úi ├¡ch ch├¡nh cß╗ºa viß╗çc sß╗¡ dß╗Ñng ORM l├á g├¼?,"Lß╗úi ├¡ch cß╗ºa ORM bao gß╗ôm: T─âng n─âng suß║Ñt (viß║┐t ├¡t code h╞ín do ORM xß╗¡ l├╜ truy cß║¡p dß╗» liß╗çu tß║ºng thß║Ñp), cß║úi thiß╗çn khß║ú n─âng bß║úo tr├¼ (code sß║ích h╞ín, tß║¡p trung v├áo logic nghiß╗çp vß╗Ñ), t─âng c╞░ß╗¥ng hiß╗çu suß║Ñt (tß╗æi ╞░u h├│a truy cß║¡p v├á ─æß╗çm dß╗» liß╗çu), v├á ─æß╗Öc lß║¡p vß╗¢i c╞í sß╗ƒ dß╗» liß╗çu (c├│ thß╗â ─æß╗òi CSDL m├á kh├┤ng cß║ºn viß║┐t lß║íi nhiß╗üu code).","C├íc lß╗úi ├¡ch ch├¡nh cß╗ºa viß╗çc sß╗¡ dß╗Ñng ORM bao gß╗ôm:

*   **T─âng n─âng suß║Ñt:** Viß║┐t ├¡t m├ú h╞ín v├¼ ORM xß╗¡ l├╜ c├íc t├íc vß╗Ñ truy cß║¡p dß╗» liß╗çu cß║Ñp thß║Ñp.
*   **Cß║úi thiß╗çn khß║ú n─âng bß║úo tr├¼:** M├ú sß║ích h╞ín, dß╗à hiß╗âu h╞ín v├¼ tß║¡p trung v├áo logic nghiß╗çp vß╗Ñ, kh├┤ng phß║úi chi tiß║┐t c╞í sß╗ƒ dß╗» liß╗çu.
*   **N├óng cao hiß╗çu suß║Ñt:** C├íc framework ORM c├│ thß╗â tß╗æi ╞░u h├│a viß╗çc truy cß║¡p dß╗» liß╗çu v├á caching.
*   **─Éß╗Öc lß║¡p vß╗¢i c╞í sß╗ƒ dß╗» liß╗çu:** C├│ thß╗â thay ─æß╗òi c╞í sß╗ƒ dß╗» liß╗çu m├á kh├┤ng cß║ºn viß║┐t lß║íi m├ú ß╗⌐ng dß╗Ñng (ß╗ƒ mß╗Öt mß╗⌐c ─æß╗Ö n├áo ─æ├│).
*   **Dß╗à d├áng l├ám viß╗çc vß╗¢i c╞í sß╗ƒ dß╗» liß╗çu:** Cho ph├⌐p tß║¡p trung v├áo logic nghiß╗çp vß╗Ñ thay v├¼ c├íc chi tiß║┐t l╞░u trß╗» dß╗» liß╗çu.",1,1,1,1,t,0.4752475247524753,1,0.882572921846044,0.99999999998,1,ragas-service:gemini,f,160,10,29567,COMPLETED,,2026-07-13 04:27:20.956671
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q003,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,Hibernate kh├íc biß╗çt nh╞░ thß║┐ n├áo trong c├íc framework ORM cho Java?,Hibernate l├á bß║ún triß╗ân khai (implementation) JPA ─æ╞░ß╗úc sß╗¡ dß╗Ñng rß╗Öng r├úi nhß║Ñt. N├│ cung cß║Ñp mß╗Öt bß╗Ö t├¡nh n─âng phong ph├║ v├á c├íc t├╣y chß╗ìn t├╣y chß╗ënh mß╗ƒ rß╗Öng so vß╗¢i c├íc framework kh├íc.,"Hibernate l├á mß╗Öt trong nhß╗»ng implementation cß╗ºa JPA ─æ╞░ß╗úc sß╗¡ dß╗Ñng rß╗Öng r├úi nhß║Ñt, nß╗òi bß║¡t vß╗¢i bß╗Ö t├¡nh n─âng phong ph├║ v├á c├íc t├╣y chß╗ìn t├╣y chß╗ënh mß╗ƒ rß╗Öng.",1,1,1,1,t,0.7076923076923077,1,0.7783403341580476,0.99999999995,0.5,ragas-service:gemini,f,142,12,14885,COMPLETED,,2026-07-13 04:27:35.849901
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q004,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,EntityManager trong JPA c├│ chß╗⌐c n─âng g├¼?,"EntityManager l├á interface cung cß║Ñp c├íc ph╞░╞íng thß╗⌐c ─æß╗â l╞░u trß╗» (persist), t├¼m kiß║┐m (find), hß╗úp nhß║Ñt (merge) v├á x├│a (remove) c├íc thß╗▒c thß╗â (entities). N├│ quß║ún l├╜ v├▓ng ─æß╗¥i thß╗▒c thß╗â, ngß╗» cß║únh bß╗ün vß╗»ng (persistence context), thß╗▒c thi truy vß║Ñn v├á quß║ún l├╜ giao dß╗ïch.","EntityManager trong JPA c├│ c├íc chß╗⌐c n─âng ch├¡nh sau:

*   **Quß║ún l├╜ v├▓ng ─æß╗¥i thß╗▒c thß╗â:** Bao gß╗ôm c├íc thao t├íc nh╞░ `Persist` (l╞░u), `find` (t├¼m kiß║┐m), `merge` (hß╗úp nhß║Ñt), `remove` (x├│a).
*   **Kiß╗âm so├ít ngß╗» cß║únh persistence:** Quß║ún l├╜ `Cache` (bß╗Ö nhß╗¢ ─æß╗çm), `flush` (─æß╗ông bß╗Ö), `detach` (t├ích).
*   **Thß╗▒c thi truy vß║Ñn:** Hß╗ù trß╗ú `JPQL` v├á `Criteria API`.
*   **Xß╗¡ l├╜ giao dß╗ïch:** Bß║»t ─æß║ºu (`Begin`), x├íc nhß║¡n (`commit`), hoß║╖c hß╗ºy bß╗Å (`rollback`) giao dß╗ïch.
*   **Cung cß║Ñp quyß╗ün truy cß║¡p v├áo metadata cß╗ºa thß╗▒c thß╗â.**
*   **Giß║úm code boilerplate** cß║ºn thiß║┐t cho viß╗çc truy cß║¡p dß╗» liß╗çu.",1,1,1,1,t,0.4113475177304965,1,0.8552561134058871,0.6999999999766667,1,ragas-service:gemini,f,140,8,22733,COMPLETED,,2026-07-13 04:27:58.586639
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q005,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,"Trong JPA, annotation @Entity v├á @Table kh├íc nhau ß╗ƒ ─æiß╗âm n├áo?","@Entity d├╣ng ─æß╗â ─æ├ính dß║Ñu mß╗Öt class Java l├á mß╗Öt thß╗▒c thß╗â, ─æß║íi diß╗çn cho mß╗Öt bß║úng trong CSDL. Trong khi ─æ├│, @Table cho ph├⌐p bß║ín chß╗ë ─æß╗ïnh r├╡ t├¬n cß╗Ñ thß╗â cß╗ºa bß║úng trong c╞í sß╗ƒ dß╗» liß╗çu m├á thß╗▒c thß╗â ─æ├│ sß║╜ ├ính xß║í tß╗¢i.","Trong JPA:
*   **@Entity**: ─É├ính dß║Ñu mß╗Öt lß╗¢p Java l├á mß╗Öt entity, c├│ ngh─⌐a l├á n├│ ─æß║íi diß╗çn cho mß╗Öt bß║úng trong c╞í sß╗ƒ dß╗» liß╗çu.
*   **@Table**: Cho ph├⌐p bß║ín chß╗ë ─æß╗ïnh t├¬n cß╗ºa bß║úng trong c╞í sß╗ƒ dß╗» liß╗çu m├á entity ─æ├│ ├ính xß║í tß╗¢i.",1,1,1,1,t,0.5869565217391305,1,0.8321346165467537,0.8666666666377778,1,ragas-service:gemini,f,142,9,18206,COMPLETED,,2026-07-13 04:28:16.799796
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q006,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,Kß╗â t├¬n c├íc annotation ─æß╗ïnh ngh─⌐a mß╗æi quan hß╗ç (Relationships) trong JPA.,"C├íc annotation ─æß╗ïnh ngh─⌐a mß╗æi quan hß╗ç trong JPA bao gß╗ôm: @ManyToOne (nhiß╗üu - mß╗Öt), @OneToMany (mß╗Öt - nhiß╗üu), @OneToOne (mß╗Öt - mß╗Öt), v├á @ManyToMany (nhiß╗üu - nhiß╗üu).","C├íc annotation ─æß╗ïnh ngh─⌐a mß╗æi quan hß╗ç (Relationships) trong JPA bao gß╗ôm:
*   `@ManyToOne`: ─Éß╗ïnh ngh─⌐a mß╗æi quan hß╗ç nhiß╗üu-mß╗Öt giß╗»a hai thß╗▒c thß╗â.
*   `@OneToMany`: ─Éß╗ïnh ngh─⌐a mß╗æi quan hß╗ç mß╗Öt-nhiß╗üu giß╗»a hai thß╗▒c thß╗â.
*   `@OneToOne`: ─Éß╗ïnh ngh─⌐a mß╗æi quan hß╗ç mß╗Öt-mß╗Öt giß╗»a hai thß╗▒c thß╗â.
*   `@ManyToMany`: ─Éß╗ïnh ngh─⌐a mß╗æi quan hß╗ç nhiß╗üu-nhiß╗üu giß╗»a hai thß╗▒c thß╗â.",1,1,1,1,t,0.375,1,0.859918613436661,0.99999999995,1,ragas-service:gemini,f,165,9,24733,COMPLETED,,2026-07-13 04:28:41.538413
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q007,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,Spring WebFlux kh├íc biß╗çt g├¼ so vß╗¢i Spring MVC?,"Spring MVC l├á ph╞░╞íng ph├íp tiß║┐p cß║¡n truyß╗ün thß╗æng ─æß╗â x├óy dß╗▒ng ß╗⌐ng dß╗Ñng web, tß╗ò chß╗⌐c theo kiß║┐n tr├║c Controller-Model-View. Spring WebFlux l├á ph╞░╞íng ph├íp tiß║┐p cß║¡n phß║ún ß╗⌐ng (reactive), kh├┤ng chß║╖n (non-blocking), dß╗▒a tr├¬n Project Reactor, rß║Ñt hß╗»u ├¡ch cho c├íc kß╗ïch bß║ún xß╗¡ l├╜ luß╗ông dß╗» liß╗çu v├á ─æß╗ông thß╗¥i cao.","Spring WebFlux kh├íc biß╗çt vß╗¢i Spring MVC ß╗ƒ c├íc ─æiß╗âm sau:

*   **C├ích tiß║┐p cß║¡n**: Spring WebFlux l├á mß╗Öt c├ích tiß║┐p cß║¡n lß║¡p tr├¼nh phß║ún ß╗⌐ng (reactive approach) ─æ╞░ß╗úc giß╗¢i thiß╗çu trong Spring 5, trong khi Spring MVC ─æß║íi diß╗çn cho c├íc mß║½u MVC truyß╗ün thß╗æng.
*   **C╞í sß╗ƒ**: Spring WebFlux dß╗▒a tr├¬n Project Reactor v├á ─æß║╖c tß║ú Reactive Streams.
*   **T├¡nh chß║Ñt**: Spring WebFlux cho ph├⌐p x├óy dß╗▒ng c├íc ß╗⌐ng dß╗Ñng web kh├┤ng chß║╖n (non-blocking), phß║ún ß╗⌐ng (reactive), ─æß║╖c biß╗çt hß╗»u ├¡ch cho viß╗çc xß╗¡ l├╜ ─æß╗ông thß╗¥i cao v├á c├íc kß╗ïch bß║ún dß╗» liß╗çu luß╗ông (streaming data). N├│ l├á mß╗Öt framework web reactive-stack ho├án to├án kh├┤ng chß║╖n v├á hß╗ù trß╗ú back pressure cß╗ºa Reactive Streams.",1,1,0.5,0.6309297535714574,t,0.4404761904761905,1,0.8523436960676195,0.5833333333041666,1,ragas-service:gemini,f,144,11,21597,COMPLETED,,2026-07-13 04:29:03.144999
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q008,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,Tß║íi sao n├¬n sß╗¡ dß╗Ñng Spring Boot trong ph├ít triß╗ân ß╗⌐ng dß╗Ñng web?,"Spring Boot ─æ╞ín giß║ún h├│a qu├í tr├¼nh tß║ío ra c├íc ß╗⌐ng dß╗Ñng ─æß╗Öc lß║¡p, cß║Ñp ─æß╗Ö sß║ún xuß║Ñt. N├│ cung cß║Ñp ph╞░╞íng ph├íp tiß║┐p cß║¡n 'quy ╞░ß╗¢c h╞ín cß║Ñu h├¼nh' (convention-over-configuration), giß║úm thiß╗âu viß╗çc thiß║┐t lß║¡p v├á c├íc code lß║╖p lß║íi (boilerplate code), gi├║p ph├ít triß╗ân ß╗⌐ng dß╗Ñng nhanh ch├│ng.","N├¬n sß╗¡ dß╗Ñng Spring Boot trong ph├ít triß╗ân ß╗⌐ng dß╗Ñng web v├¼:
*   N├│ l├á lß╗▒a chß╗ìn tuyß╗çt vß╗¥i ─æß╗â ph├ít triß╗ân ß╗⌐ng dß╗Ñng web nhanh ch├│ng vß╗¢i thiß║┐t lß║¡p tß╗æi thiß╗âu v├á m├ú boilerplate (m├ú lß║╖p lß║íi) ├¡t.
*   N├│ ─æ╞ín giß║ún h├│a qu├í tr├¼nh tß║ío c├íc ß╗⌐ng dß╗Ñng Spring ─æß╗Öc lß║¡p, sß║╡n s├áng cho m├┤i tr╞░ß╗¥ng sß║ún xuß║Ñt.
*   N├│ gi├║p khß╗ƒi tß║ío ß╗⌐ng dß╗Ñng Spring nhanh ch├│ng.
*   N├│ sß╗¡ dß╗Ñng ph╞░╞íng ph├íp ""convention-over-configuration"" (quy ╞░ß╗¢c h╞ín cß║Ñu h├¼nh) gi├║p ─æ╞ín giß║ún h├│a viß╗çc thiß║┐t lß║¡p v├á cß║Ñu h├¼nh ß╗⌐ng dß╗Ñng dß╗▒a tr├¬n Spring.",1,1,1,1,t,0.5034965034965035,1,0.8553674277961724,0.999999999975,1,ragas-service:gemini,f,171,16,24676,COMPLETED,,2026-07-13 04:29:27.826623
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q009,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,Thymeleaf l├á g├¼ v├á mß╗Ñc ti├¬u ch├¡nh cß╗ºa n├│ l├á g├¼?,"Thymeleaf l├á mß╗Öt template engine ph├¡a m├íy chß╗º dß╗▒a tr├¬n Java, c├│ khß║ú n─âng xß╗¡ l├╜ HTML, XML, JavaScript, CSS v├á v─ân bß║ún thuß║ºn t├║y. Mß╗Ñc ti├¬u ch├¡nh cß╗ºa n├│ l├á cung cß║Ñp mß╗Öt c├ích tinh tß║┐ v├á dß╗à bß║úo tr├¼ ─æß╗â tß║ío c├íc mß║½u, cß║úi thiß╗çn giao tiß║┐p v├á thu hß║╣p khoß║úng c├ích giß╗»a ─æß╗Öi ng┼⌐ thiß║┐t kß║┐ v├á ph├ít triß╗ân.","Thymeleaf l├á mß╗Öt c├┤ng cß╗Ñ tß║ío mß║½u (template engine) Java hiß╗çn ─æß║íi chß║íy ph├¡a m├íy chß╗º, d├╣ng cho cß║ú m├┤i tr╞░ß╗¥ng web v├á ─æß╗Öc lß║¡p. N├│ c├│ khß║ú n─âng xß╗¡ l├╜ HTML, XML, JavaScript, CSS v├á cß║ú v─ân bß║ún thuß║ºn t├║y.

Mß╗Ñc ti├¬u ch├¡nh cß╗ºa Thymeleaf l├á cung cß║Ñp mß╗Öt c├ích thß╗⌐c thanh lß╗ïch v├á dß╗à bß║úo tr├¼ ─æß╗â tß║ío c├íc mß║½u (templates).",1,1,1,1,t,0.608,1,0.793955970237298,0.5833333333041666,1,ragas-service:gemini,f,145,17,20779,COMPLETED,,2026-07-13 04:29:48.619479
MAIN_RAG_HIERARCHICAL_BGE_M3_V1,Q010,RAG,FULL_PIPELINE,HIERARCHICAL,BGE_M3,Chß║┐ ─æß╗Ö template HTML v├á XML trong Thymeleaf kh├íc nhau nh╞░ thß║┐ n├áo vß╗ü mß║╖t c├║ ph├íp?,"Chß║┐ ─æß╗Ö HTML cho ph├⌐p bß║Ñt kß╗│ loß║íi ─æß║ºu v├áo HTML n├áo (HTML5, HTML4) m├á kh├┤ng kiß╗âm tra t├¡nh hß╗úp lß╗ç (well-formedness). Chß║┐ ─æß╗Ö XML y├¬u cß║ºu m├ú phß║úi ─æ╞░ß╗úc ─æß╗ïnh dß║íng chuß║⌐n (well-formed) ΓÇô kh├┤ng c├│ thß║╗ ch╞░a ─æ├│ng hoß║╖c thuß╗Öc t├¡nh kh├┤ng c├│ dß║Ñu nh├íy, nß║┐u vi phß║ím parser sß║╜ b├ío lß╗ùi.","Chß║┐ ─æß╗Ö template HTML v├á XML trong Thymeleaf kh├íc nhau vß╗ü mß║╖t c├║ ph├íp nh╞░ sau:

*   **Chß║┐ ─æß╗Ö HTML**: Cho ph├⌐p bß║Ñt kß╗│ loß║íi ─æß║ºu v├áo HTML n├áo (bao gß╗ôm HTML5, HTML 4 v├á XHTML). Kh├┤ng c├│ kiß╗âm tra t├¡nh hß╗úp lß╗ç hay t├¡nh ─æ├║ng ─æß║»n vß╗ü mß║╖t c├║ ph├íp ─æ╞░ß╗úc thß╗▒c hiß╗çn, v├á cß║Ñu tr├║c m├ú template sß║╜ ─æ╞░ß╗úc giß╗» nguy├¬n ß╗ƒ mß╗⌐c tß╗æi ─æa trong ─æß║ºu ra.
*   **Chß║┐ ─æß╗Ö XML**: Y├¬u cß║ºu ─æß║ºu v├áo XML phß║úi ─æ├║ng ─æß║»n vß╗ü mß║╖t c├║ ph├íp (v├¡ dß╗Ñ: kh├┤ng c├│ thß║╗ ch╞░a ─æ├│ng, kh├┤ng c├│ thuß╗Öc t├¡nh ch╞░a ─æ╞░ß╗úc ─æß║╖t trong dß║Ñu ngoß║╖c k├⌐p). Tr├¼nh ph├ón t├¡ch c├║ ph├íp sß║╜ b├ío lß╗ùi nß║┐u ph├ít hiß╗çn vi phß║ím t├¡nh ─æ├║ng ─æß║»n.",1,1,1,1,t,0.4210526315789474,1,0.8418155942336044,0.9999999999,1,ragas-service:gemini,f,149,9,19098,COMPLETED,,2026-07-13 04:30:07.722586
