run_id,question_id,chunking_strategy,embedding_model,config_key,hit_at_k,recall_at_k,reciprocal_rank,ndcg_at_k,retrieval_hit,embedding_latency_ms,search_latency_ms,item_status,error_message,created_at
RQ1_HIERARCHICAL_BGE_M3_V1,Q001,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,162,10,COMPLETED,,2026-07-12 19:25:42.41785
RQ1_HIERARCHICAL_BGE_M3_V1,Q002,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,154,6,COMPLETED,,2026-07-12 19:25:42.58519
RQ1_HIERARCHICAL_BGE_M3_V1,Q003,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,148,6,COMPLETED,,2026-07-12 19:25:42.744783
RQ1_HIERARCHICAL_BGE_M3_V1,Q004,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,116,6,COMPLETED,,2026-07-12 19:25:42.872844
RQ1_HIERARCHICAL_BGE_M3_V1,Q005,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,136,7,COMPLETED,,2026-07-12 19:25:43.022096
RQ1_HIERARCHICAL_BGE_M3_V1,Q006,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,149,6,COMPLETED,,2026-07-12 19:25:43.18332
RQ1_HIERARCHICAL_BGE_M3_V1,Q007,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,0.5,0.6309297535714574,t,107,6,COMPLETED,,2026-07-12 19:25:43.30272
RQ1_HIERARCHICAL_BGE_M3_V1,Q008,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,118,6,COMPLETED,,2026-07-12 19:25:43.43189
RQ1_HIERARCHICAL_BGE_M3_V1,Q009,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,98,5,COMPLETED,,2026-07-12 19:25:43.542924
RQ1_HIERARCHICAL_BGE_M3_V1,Q010,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,153,6,COMPLETED,,2026-07-12 19:25:43.707483
RQ1_HIERARCHICAL_BGE_M3_V1,Q011,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,0,0,0,0,f,130,5,COMPLETED,,2026-07-12 19:25:43.848731
RQ1_HIERARCHICAL_BGE_M3_V1,Q012,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,126,5,COMPLETED,,2026-07-12 19:25:43.985774
RQ1_HIERARCHICAL_BGE_M3_V1,Q013,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,99,5,COMPLETED,,2026-07-12 19:25:44.094718
RQ1_HIERARCHICAL_BGE_M3_V1,Q014,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,0.5,0.6309297535714574,t,113,6,COMPLETED,,2026-07-12 19:25:44.220231
RQ1_HIERARCHICAL_BGE_M3_V1,Q015,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,152,6,COMPLETED,,2026-07-12 19:25:44.384215
RQ1_HIERARCHICAL_BGE_M3_V1,Q016,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,0.3333333333333333,0.5,t,129,6,COMPLETED,,2026-07-12 19:25:44.526454
RQ1_HIERARCHICAL_BGE_M3_V1,Q017,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,156,6,COMPLETED,,2026-07-12 19:25:44.694186
RQ1_HIERARCHICAL_BGE_M3_V1,Q018,HIERARCHICAL,BGE_M3,HIERARCHICAL:BGE_M3:5,1,1,1,1,t,152,8,COMPLETED,,2026-07-12 19:25:44.859848
